User name,AWS access key,Event time,Event source,Event name,AWS region,Source IP address,User agent,Error code,Resources,Request ID,Event ID,Read-only,Event type,Recipient Account Id,Event category
gaboudacity,AKIAU7X54OEM3KS5LJXM,2021-06-06T19:28:34Z,iam.amazonaws.com,CreatePolicy,us-east-1,34.193.8.124,APN/1.0 HashiCorp/1.0 Terraform/0.15.4 (+https://www.terraform.io) terraform-provider-aws/3.44.0 (+https://registry.terraform.io/providers/hashicorp/aws) aws-sdk-go/1.38.53 (go1.16; windows; amd64),,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""lambda_logging""},{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::343056085273:policy/lambda_logging""},{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""ANPAU7X54OEMWSJX4N3K2""}]",3ffa3b90-f539-4089-927c-9064434f3c18,95c93021-e57a-498b-8570-0d4b4db92422,false,AwsApiCall,3.43056E+11,Management
gaboudacity,AKIAU7X54OEM3KS5LJXM,2021-06-06T19:28:34Z,iam.amazonaws.com,AttachRolePolicy,us-east-1,34.193.8.124,APN/1.0 HashiCorp/1.0 Terraform/0.15.4 (+https://www.terraform.io) terraform-provider-aws/3.44.0 (+https://registry.terraform.io/providers/hashicorp/aws) aws-sdk-go/1.38.53 (go1.16; windows; amd64),,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::343056085273:policy/lambda_logging""},{""resourceType"":""AWS::IAM::Role"",""resourceName"":""iam_for_lambda""}]",3c799fc0-86a5-41f5-a868-41da5e7e87f6,a2190753-b59f-45cf-ba62-d4f4e9ee5d41,false,AwsApiCall,3.43056E+11,Management
gaboudacity,AKIAU7X54OEM3KS5LJXM,2021-06-06T19:28:34Z,lambda.amazonaws.com,CreateFunction20150331,us-east-1,34.193.8.124,APN/1.0 HashiCorp/1.0 Terraform/0.15.4 (+https://www.terraform.io) terraform-provider-aws/3.44.0 (+https://registry.terraform.io/providers/hashicorp/aws) aws-sdk-go/1.38.53 (go1.16; windows; amd64),InvalidParameterValueException,[],c733c08d-a580-496e-948c-9fac19073d00,f0ca65aa-5124-49ba-806b-f2331e972dcc,false,AwsApiCall,3.43056E+11,Management
gaboudacity,AKIAU7X54OEM3KS5LJXM,2021-06-04T18:10:01Z,ec2.amazonaws.com,TerminateInstances,us-east-1,34.193.8.124,APN/1.0 HashiCorp/1.0 Terraform/0.15.4 (+https://www.terraform.io) terraform-provider-aws/3.42.0 (+https://registry.terraform.io/providers/hashicorp/aws) aws-sdk-go/1.38.43 (go1.16; windows; amd64),,"[{""resourceType"":""AWS::EC2::Instance"",""resourceName"":""i-09c6e7cb7d4fabebe""}]",e4ad98b0-d31d-4b79-a618-459012d30b1f,0dc0890e-3d9d-4e51-a787-1cc4d035e1ca,false,AwsApiCall,3.43056E+11,Management
gaboudacity,AKIAU7X54OEM3KS5LJXM,2021-06-04T18:10:01Z,ec2.amazonaws.com,TerminateInstances,us-east-1,34.193.8.124,APN/1.0 HashiCorp/1.0 Terraform/0.15.4 (+https://www.terraform.io) terraform-provider-aws/3.42.0 (+https://registry.terraform.io/providers/hashicorp/aws) aws-sdk-go/1.38.43 (go1.16; windows; amd64),,"[{""resourceType"":""AWS::EC2::Instance"",""resourceName"":""i-0cd38b97f70f7d5c6""}]",eb295b2d-90b8-4876-bcbb-985701794428,6a84b8a2-ad3c-4e69-abb0-5325fe6ee3bc,false,AwsApiCall,3.43056E+11,Management
gaboudacity,AKIAU7X54OEM3KS5LJXM,2021-06-04T18:10:01Z,ec2.amazonaws.com,ModifyInstanceAttribute,us-east-1,34.193.8.124,APN/1.0 HashiCorp/1.0 Terraform/0.15.4 (+https://www.terraform.io) terraform-provider-aws/3.42.0 (+https://registry.terraform.io/providers/hashicorp/aws) aws-sdk-go/1.38.43 (go1.16; windows; amd64),,"[{""resourceType"":""AWS::EC2::Instance"",""resourceName"":""i-0cd38b97f70f7d5c6""}]",9975938a-c28f-4886-ad40-c9e331878531,93be2e6b-37aa-4e03-a328-ae79af8ca975,false,AwsApiCall,3.43056E+11,Management
gaboudacity,AKIAU7X54OEM3KS5LJXM,2021-06-04T18:10:01Z,ec2.amazonaws.com,ModifyInstanceAttribute,us-east-1,34.193.8.124,APN/1.0 HashiCorp/1.0 Terraform/0.15.4 (+https://www.terraform.io) terraform-provider-aws/3.42.0 (+https://registry.terraform.io/providers/hashicorp/aws) aws-sdk-go/1.38.43 (go1.16; windows; amd64),,"[{""resourceType"":""AWS::EC2::Instance"",""resourceName"":""i-09c6e7cb7d4fabebe""}]",2595137e-fb2c-470a-b700-86168d7d1ef1,f6d117c2-2be2-43c8-815d-c3210c0a3367,false,AwsApiCall,3.43056E+11,Management
gaboudacity,AKIAU7X54OEM3KS5LJXM,2021-06-04T18:03:48Z,ec2.amazonaws.com,RunInstances,us-east-1,34.193.8.124,APN/1.0 HashiCorp/1.0 Terraform/0.15.4 (+https://www.terraform.io) terraform-provider-aws/3.42.0 (+https://registry.terraform.io/providers/hashicorp/aws) aws-sdk-go/1.38.43 (go1.16; windows; amd64),,"[{""resourceType"":""AWS::EC2::VPC"",""resourceName"":""vpc-046a107e""},{""resourceType"":""AWS::EC2::Ami"",""resourceName"":""ami-07fde2ae86109a2af""},{""resourceType"":""AWS::EC2::NetworkInterface"",""resourceName"":""eni-0236086d37a87906c""},{""resourceType"":""AWS::EC2::Instance"",""resourceName"":""i-040786272109df3b3""},{""resourceType"":""AWS::EC2::SecurityGroup"",""resourceName"":""sg-d7838888""},{""resourceType"":""AWS::EC2::SecurityGroup"",""resourceName"":""default""},{""resourceType"":""AWS::EC2::Subnet"",""resourceName"":""subnet-0db88d23""}]",006bcade-3fcb-4a2b-b8f5-dbeb27fbbec6,19af2d5c-5cb0-4646-b4fb-1a95b5c2b9fd,false,AwsApiCall,3.43056E+11,Management
gaboudacity,AKIAU7X54OEM3KS5LJXM,2021-06-04T18:03:48Z,ec2.amazonaws.com,RunInstances,us-east-1,34.193.8.124,APN/1.0 HashiCorp/1.0 Terraform/0.15.4 (+https://www.terraform.io) terraform-provider-aws/3.42.0 (+https://registry.terraform.io/providers/hashicorp/aws) aws-sdk-go/1.38.43 (go1.16; windows; amd64),,"[{""resourceType"":""AWS::EC2::VPC"",""resourceName"":""vpc-046a107e""},{""resourceType"":""AWS::EC2::Ami"",""resourceName"":""ami-07fde2ae86109a2af""},{""resourceType"":""AWS::EC2::NetworkInterface"",""resourceName"":""eni-03e4e9861b2c49781""},{""resourceType"":""AWS::EC2::Instance"",""resourceName"":""i-0a38d0268fc4a5314""},{""resourceType"":""AWS::EC2::SecurityGroup"",""resourceName"":""sg-d7838888""},{""resourceType"":""AWS::EC2::SecurityGroup"",""resourceName"":""default""},{""resourceType"":""AWS::EC2::Subnet"",""resourceName"":""subnet-0db88d23""}]",6d3ae579-1708-4176-945c-d2a162b327ae,5d750756-963b-4b5c-b963-aa76058cae98,false,AwsApiCall,3.43056E+11,Management
gaboudacity,AKIAU7X54OEM3KS5LJXM,2021-06-04T18:03:48Z,ec2.amazonaws.com,RunInstances,us-east-1,34.193.8.124,APN/1.0 HashiCorp/1.0 Terraform/0.15.4 (+https://www.terraform.io) terraform-provider-aws/3.42.0 (+https://registry.terraform.io/providers/hashicorp/aws) aws-sdk-go/1.38.43 (go1.16; windows; amd64),,"[{""resourceType"":""AWS::EC2::VPC"",""resourceName"":""vpc-046a107e""},{""resourceType"":""AWS::EC2::Ami"",""resourceName"":""ami-07fde2ae86109a2af""},{""resourceType"":""AWS::EC2::NetworkInterface"",""resourceName"":""eni-0b12065aa0bc49f72""},{""resourceType"":""AWS::EC2::Instance"",""resourceName"":""i-0f6b83eecb13eee28""},{""resourceType"":""AWS::EC2::SecurityGroup"",""resourceName"":""sg-d7838888""},{""resourceType"":""AWS::EC2::SecurityGroup"",""resourceName"":""default""},{""resourceType"":""AWS::EC2::Subnet"",""resourceName"":""subnet-0db88d23""}]",7c5018e0-c575-4331-82ac-471643453673,665dfa8a-61b1-4eb2-bd48-241bda09dbfb,false,AwsApiCall,3.43056E+11,Management
gaboudacity,AKIAU7X54OEM3KS5LJXM,2021-06-04T18:03:48Z,ec2.amazonaws.com,RunInstances,us-east-1,34.193.8.124,APN/1.0 HashiCorp/1.0 Terraform/0.15.4 (+https://www.terraform.io) terraform-provider-aws/3.42.0 (+https://registry.terraform.io/providers/hashicorp/aws) aws-sdk-go/1.38.43 (go1.16; windows; amd64),,"[{""resourceType"":""AWS::EC2::VPC"",""resourceName"":""vpc-046a107e""},{""resourceType"":""AWS::EC2::Ami"",""resourceName"":""ami-07fde2ae86109a2af""},{""resourceType"":""AWS::EC2::NetworkInterface"",""resourceName"":""eni-0fe4465e2bfa4ec95""},{""resourceType"":""AWS::EC2::Instance"",""resourceName"":""i-0cd38b97f70f7d5c6""},{""resourceType"":""AWS::EC2::SecurityGroup"",""resourceName"":""sg-d7838888""},{""resourceType"":""AWS::EC2::SecurityGroup"",""resourceName"":""default""},{""resourceType"":""AWS::EC2::Subnet"",""resourceName"":""subnet-0804fa45""}]",0dc36bb2-b23a-455c-83a7-3368dabd4f22,695b381a-b096-4c96-9fd4-51459461c25e,false,AwsApiCall,3.43056E+11,Management
gaboudacity,AKIAU7X54OEM3KS5LJXM,2021-06-04T18:03:48Z,ec2.amazonaws.com,RunInstances,us-east-1,34.193.8.124,APN/1.0 HashiCorp/1.0 Terraform/0.15.4 (+https://www.terraform.io) terraform-provider-aws/3.42.0 (+https://registry.terraform.io/providers/hashicorp/aws) aws-sdk-go/1.38.43 (go1.16; windows; amd64),,"[{""resourceType"":""AWS::EC2::VPC"",""resourceName"":""vpc-046a107e""},{""resourceType"":""AWS::EC2::Ami"",""resourceName"":""ami-07fde2ae86109a2af""},{""resourceType"":""AWS::EC2::NetworkInterface"",""resourceName"":""eni-08c77036bd4798709""},{""resourceType"":""AWS::EC2::Instance"",""resourceName"":""i-09c6e7cb7d4fabebe""},{""resourceType"":""AWS::EC2::SecurityGroup"",""resourceName"":""sg-d7838888""},{""resourceType"":""AWS::EC2::SecurityGroup"",""resourceName"":""default""},{""resourceType"":""AWS::EC2::Subnet"",""resourceName"":""subnet-0804fa45""}]",307724b0-a6ea-4faf-9acc-243da328bb16,7ba3b1ce-ccfb-4e3d-a5ab-575ba46011fc,false,AwsApiCall,3.43056E+11,Management
gaboudacity,AKIAU7X54OEM3KS5LJXM,2021-06-04T18:03:48Z,ec2.amazonaws.com,RunInstances,us-east-1,34.193.8.124,APN/1.0 HashiCorp/1.0 Terraform/0.15.4 (+https://www.terraform.io) terraform-provider-aws/3.42.0 (+https://registry.terraform.io/providers/hashicorp/aws) aws-sdk-go/1.38.43 (go1.16; windows; amd64),,"[{""resourceType"":""AWS::EC2::VPC"",""resourceName"":""vpc-046a107e""},{""resourceType"":""AWS::EC2::Ami"",""resourceName"":""ami-07fde2ae86109a2af""},{""resourceType"":""AWS::EC2::NetworkInterface"",""resourceName"":""eni-05f622cd7ff11bfff""},{""resourceType"":""AWS::EC2::Instance"",""resourceName"":""i-0e63dcd300f2794a1""},{""resourceType"":""AWS::EC2::SecurityGroup"",""resourceName"":""sg-d7838888""},{""resourceType"":""AWS::EC2::SecurityGroup"",""resourceName"":""default""},{""resourceType"":""AWS::EC2::Subnet"",""resourceName"":""subnet-0db88d23""}]",ee083e2f-44c2-49f5-8580-95218c2da3d5,db764d20-b0fa-4fb4-b365-19204a6d4f16,false,AwsApiCall,3.43056E+11,Management
CloudTrail,AKIAU7X54OEMWEAMIZCB,2021-06-04T16:00:47Z,ec2.amazonaws.com,RunInstances,us-east-1,34.193.8.124,APN/1.0 HashiCorp/1.0 Terraform/0.15.4 (+https://www.terraform.io) terraform-provider-aws/3.42.0 (+https://registry.terraform.io/providers/hashicorp/aws) aws-sdk-go/1.38.43 (go1.16; windows; amd64),Client.OptInRequired,"[{""resourceType"":""AWS::EC2::Ami"",""resourceName"":""ami-09b5017a161735cb7""}]",514040b6-154f-4c61-a7d6-197c835a291f,0ac66c41-2803-494c-8525-5855e1f14d8c,false,AwsApiCall,3.43056E+11,Management
CloudTrail,AKIAU7X54OEMWEAMIZCB,2021-06-04T16:00:47Z,ec2.amazonaws.com,RunInstances,us-east-1,34.193.8.124,APN/1.0 HashiCorp/1.0 Terraform/0.15.4 (+https://www.terraform.io) terraform-provider-aws/3.42.0 (+https://registry.terraform.io/providers/hashicorp/aws) aws-sdk-go/1.38.43 (go1.16; windows; amd64),Client.OptInRequired,"[{""resourceType"":""AWS::EC2::Ami"",""resourceName"":""ami-09b5017a161735cb7""}]",5bda5cfa-16a3-4a10-9fe3-231e69d8af54,0c3ba572-1ba7-4bea-b08e-e287aef6a00d,false,AwsApiCall,3.43056E+11,Management
CloudTrail,AKIAU7X54OEMWEAMIZCB,2021-06-04T16:00:47Z,ec2.amazonaws.com,RunInstances,us-east-1,34.193.8.124,APN/1.0 HashiCorp/1.0 Terraform/0.15.4 (+https://www.terraform.io) terraform-provider-aws/3.42.0 (+https://registry.terraform.io/providers/hashicorp/aws) aws-sdk-go/1.38.43 (go1.16; windows; amd64),Client.OptInRequired,"[{""resourceType"":""AWS::EC2::Ami"",""resourceName"":""ami-09b5017a161735cb7""}]",5db05b86-6cf7-43f7-806b-b7874612e552,5a508a9a-3572-4476-947e-8bd7d6c21dad,false,AwsApiCall,3.43056E+11,Management
CloudTrail,AKIAU7X54OEMWEAMIZCB,2021-06-04T16:00:47Z,ec2.amazonaws.com,RunInstances,us-east-1,34.193.8.124,APN/1.0 HashiCorp/1.0 Terraform/0.15.4 (+https://www.terraform.io) terraform-provider-aws/3.42.0 (+https://registry.terraform.io/providers/hashicorp/aws) aws-sdk-go/1.38.43 (go1.16; windows; amd64),Client.OptInRequired,"[{""resourceType"":""AWS::EC2::Ami"",""resourceName"":""ami-09b5017a161735cb7""}]",89069ccb-b265-4437-802f-d01852faf7b4,7a8930b7-cbdb-4a5c-8f63-c85ca6d6b8b2,false,AwsApiCall,3.43056E+11,Management
CloudTrail,AKIAU7X54OEMWEAMIZCB,2021-06-04T16:00:47Z,ec2.amazonaws.com,RunInstances,us-east-1,34.193.8.124,APN/1.0 HashiCorp/1.0 Terraform/0.15.4 (+https://www.terraform.io) terraform-provider-aws/3.42.0 (+https://registry.terraform.io/providers/hashicorp/aws) aws-sdk-go/1.38.43 (go1.16; windows; amd64),Client.OptInRequired,"[{""resourceType"":""AWS::EC2::Ami"",""resourceName"":""ami-09b5017a161735cb7""}]",327492dd-b6aa-4b7a-9809-1edcd7e24427,cac15516-594f-4bc5-abd9-4a34eb7a8acb,false,AwsApiCall,3.43056E+11,Management
CloudTrail,AKIAU7X54OEMWEAMIZCB,2021-06-04T16:00:47Z,ec2.amazonaws.com,RunInstances,us-east-1,34.193.8.124,APN/1.0 HashiCorp/1.0 Terraform/0.15.4 (+https://www.terraform.io) terraform-provider-aws/3.42.0 (+https://registry.terraform.io/providers/hashicorp/aws) aws-sdk-go/1.38.43 (go1.16; windows; amd64),Client.OptInRequired,"[{""resourceType"":""AWS::EC2::Ami"",""resourceName"":""ami-09b5017a161735cb7""}]",e36089e3-20da-4d92-a32b-bdfad4428f75,cff370ba-7130-4e02-a899-4e69a4d93e1c,false,AwsApiCall,3.43056E+11,Management
CloudTrail,AKIAU7X54OEMWEAMIZCB,2021-06-03T20:30:07Z,ec2.amazonaws.com,RunInstances,us-east-1,34.193.8.124,APN/1.0 HashiCorp/1.0 Terraform/0.15.4 (+https://www.terraform.io) terraform-provider-aws/3.42.0 (+https://registry.terraform.io/providers/hashicorp/aws) aws-sdk-go/1.38.43 (go1.16; windows; amd64),Client.OptInRequired,"[{""resourceType"":""AWS::EC2::Ami"",""resourceName"":""ami-09b5017a161735cb7""}]",ea16c02e-bda8-4125-8c96-954ff81f281a,0f795348-20cb-4833-accb-b9244b21a9ed,false,AwsApiCall,3.43056E+11,Management
CloudTrail,AKIAU7X54OEMWEAMIZCB,2021-06-03T20:30:07Z,ec2.amazonaws.com,RunInstances,us-east-1,34.193.8.124,APN/1.0 HashiCorp/1.0 Terraform/0.15.4 (+https://www.terraform.io) terraform-provider-aws/3.42.0 (+https://registry.terraform.io/providers/hashicorp/aws) aws-sdk-go/1.38.43 (go1.16; windows; amd64),Client.OptInRequired,"[{""resourceType"":""AWS::EC2::Ami"",""resourceName"":""ami-09b5017a161735cb7""}]",9ab67809-11ac-49e6-8709-4f53271f979f,46a02f9d-d8f7-46e6-a9cd-419e056ddae2,false,AwsApiCall,3.43056E+11,Management
CloudTrail,AKIAU7X54OEMWEAMIZCB,2021-06-03T20:30:07Z,ec2.amazonaws.com,RunInstances,us-east-1,34.193.8.124,APN/1.0 HashiCorp/1.0 Terraform/0.15.4 (+https://www.terraform.io) terraform-provider-aws/3.42.0 (+https://registry.terraform.io/providers/hashicorp/aws) aws-sdk-go/1.38.43 (go1.16; windows; amd64),Client.OptInRequired,"[{""resourceType"":""AWS::EC2::Ami"",""resourceName"":""ami-09b5017a161735cb7""}]",cc27de8e-a7fe-40fd-8b2b-4aeee9b5f10c,488d9fc1-d1cb-4895-8944-8c6139c5dc22,false,AwsApiCall,3.43056E+11,Management
CloudTrail,AKIAU7X54OEMWEAMIZCB,2021-06-03T20:30:07Z,ec2.amazonaws.com,RunInstances,us-east-1,34.193.8.124,APN/1.0 HashiCorp/1.0 Terraform/0.15.4 (+https://www.terraform.io) terraform-provider-aws/3.42.0 (+https://registry.terraform.io/providers/hashicorp/aws) aws-sdk-go/1.38.43 (go1.16; windows; amd64),Client.OptInRequired,"[{""resourceType"":""AWS::EC2::Ami"",""resourceName"":""ami-09b5017a161735cb7""}]",cfac3a50-dcf4-49ec-946c-e2bdddae19b8,7a9ae6fb-48ff-44e1-9016-5989314d7407,false,AwsApiCall,3.43056E+11,Management
